"","O3","RH","SR","TOUT","WSR","O3P"
"12767",41,41,0.001,32.38,7.3,46.375
"12768",40,48,0.001,30.98,5.9,40.25
"12769",20,68,0.002,29.24,9.1,35.25
"12770",25,77,0.001,27.67,4.6,32.875
"12771",22,77,0.002,27.55,4.2,31
"12772",22,77,0.001,27.33,6.2,29.625
"12773",21,77,0.003,26.9,8.5,28.875
"12774",22,74,0.026,27.19,8.1,26.625
"12775",20,72,0.094,27.6,7.2,24
"12776",26,67,0.298,29.08,6.9,22.25
"12777",42,60,0.509,30.93,6.2,25
"12778",72,56,0.632,32.26,6.6,30.875
"12779",94,53,0.704,33.2,8.1,39.875
"12780",107,48,0.719,34.63,7.7,50.5
"12781",105,43,0.702,36.29,9.6,61
"12782",93,41,0.644,36.52,12.9,69.875
"12783",80,38,0.504,36.6,14.2,77.375
"12784",62,36,0.283,36.81,12.1,81.875
"12785",53,31,0.195,37.58,11.6,83.25
"12786",38,32,0.066,36.87,10.1,79
"12787",24,36,0.007,35.58,9.7,70.25
"12788",16,37,0.001,34.73,9.8,58.875
"12789",24,35,0.001,34.09,8.8,48.75
"12790",28,41,0.001,32.86,7.8,40.625
"12791",30,47,0.001,31.52,5.9,34.375
"12792",29,51,0.001,30.31,3.5,30.25
"12793",24,65,0.001,29.1,6.8,26.625
"12794",19,69,0.001,28.62,6.7,24.25
"12795",16,68,0.001,28.83,5.8,23.25
"12796",18,68,0.001,28.6,5.6,23.5
"12797",15,68,0.003,27.26,8,22.375
"12798",25,69,0.04,26.97,8.4,22
"12799",29,68,0.145,27.5,11.5,21.875
"12800",30,59,0.364,30.4,10.7,22
"12801",57,45,0.521,33.58,11.2,26.125
"12802",66,33,0.657,36.12,11.5,32
"12803",61,28,0.735,38.8,9.9,37.625
"12804",58,22,0.749,40.43,10.1,42.625
"12805",51,15,0.725,41.3,10.6,47.125
"12806",56,15,0.604,41.15,11.7,51
"12807",59,18,0.493,41.13,11.4,54.75
"12808",60,23,0.357,40.5,13.5,58.5
"12809",54,24,0.191,39.87,12.4,58.125
"12810",47,26,0.057,38.85,11.2,55.75
"12811",40,27,0.006,37.44,8.2,53.125
"12812",33,27,0,35.74,7.4,50
"12813",26,29,0.001,33.72,9.9,46.875
"12814",25,27,0.001,32.02,5.6,43
"12815",24,28,0.001,31.15,4.4,38.625
"12816",25,31,0,29.72,2.7,34.25
"12817",22,36,0.001,29.39,3.9,30.25
"12818",19,46,0.001,29.37,4.7,26.75
"12819",17,50,0.001,28.8,5.8,23.875
"12820",15,52,0.001,27.84,4.8,21.625
"12821",11,58,0.002,27.6,7.8,19.75
"12822",13,60,0.031,27.85,6,18.25
"12823",16,54,0.156,29.21,6.2,17.25
"12824",29,42,0.366,32.39,4.9,17.75
"12825",50,33,0.516,34.86,5.7,21.25
"12826",70,30,0.636,37.13,5.2,27.625
"12827",114,23,0.723,39.19,9.3,39.75
"12828",100,19,0.745,40.69,11.5,50.375
"12829",87,13,0.719,42.41,10.9,59.875
"12830",91,16,0.656,42.08,12.5,69.625
"12831",81,12,0.546,42.26,13.9,77.75
"12832",74,13,0.399,41.51,15.2,83.375
"12833",68,14,0.242,41.16,14.2,85.625
"12834",55,16,0.115,40.44,15.1,83.75
"12835",41,20,0.015,38.86,9.5,74.625
"12836",24,26,0.001,36.82,8.2,65.125
"12837",34,31,0.001,35.21,5.6,58.5
"12838",28,34,0,33.51,4.9,50.625
"12839",27,36,0,32.1,4.4,43.875
"12840",30,38,0,30.63,2.9,38.375
"12841",23,36,0.001,30.81,4.2,32.75
"12842",22,37,0.001,30.46,6.6,28.625
"12843",18,40,0.001,29.14,4.7,25.75
"12844",16,42,0.001,28.34,4.4,24.75
"12845",14,43,0.002,27.72,3.4,22.25
"12846",10,47,0.027,26.04,2.3,20
"12847",13,47,0.143,28.09,3,18.25
"12848",21,46,0.364,31.78,6.8,17.125
"12849",27,43,0.506,33.06,8.4,17.625
"12850",54,35,0.639,35.02,7.8,21.625
"12851",87,27,0.724,37.56,7.2,30.25
"12852",97,19,0.748,39.96,8,40.375
"12853",107,20,0.735,40.86,9.4,52
"12854",78,16,0.669,41.7,10.5,60.5
"12855",97,17,0.536,42.67,9.5,71
"12856",120,22,0.394,41.04,15.3,83.375
"12857",91,20,0.243,40.63,16.4,91.375
"12858",55,20,0.087,39.84,13.7,91.5
"12859",36,24,0.009,37.9,9.8,85.125
"12860",29,28,0,35.97,8.4,76.625
"12861",35,30,0,34.61,9.2,67.625
"12862",31,29,0.001,32.71,11.9,61.75
"12863",30,26,0.001,31.29,12,53.375
"12864",27,27,0,30.24,5.4,41.75
"12865",27,31,0,28.27,2.9,33.75
"12866",19,37,0.001,28.5,3,29.25
"12867",13,44,0.001,28.5,5.5,26.375
"12868",12,45,0.001,27.42,3.9,24.25
"12869",10,43,0.002,27.43,5.5,21.125
"12870",10,45,0.037,27.82,5,18.5
"12871",15,38,0.159,29.87,6.5,16.625
"12872",28,30,0.366,33.16,5.9,16.75
"12873",28,31,0.522,34.86,7.1,16.875
"12874",79,28,0.624,36.64,7.1,24.375
"12875",106,22,0.728,38.61,7.8,36
"12876",101,17,0.754,40.13,8.5,47.125
"12877",98,13,0.742,41.58,8.1,58.125
"12878",64,8,0.677,43.23,8.7,64.875
"12879",60,4,0.552,43.84,8.2,70.5
"12880",65,12,0.398,43.2,10.9,75.125
"12881",74,17,0.23,41.21,15.4,80.875
"12882",81,20,0.079,39.4,15.6,81.125
"12883",55,24,0.008,37.88,10.4,74.75
"12884",47,26,0.001,36.32,9.1,68
"12885",44,27,0.001,35.46,8.7,61.25
"12886",43,29,0.001,34.21,9.5,58.625
"12887",42,31,0.001,32.76,5.8,56.375
"12888",40,31,0.001,31.78,3.4,53.25
"12889",37,33,0.001,30.86,4,48.625
"12890",23,44,0.001,30.8,3.4,41.375
"12891",14,54,0.001,29.88,4.8,36.25
"12892",21,60,0.001,28.27,6.1,33
"12893",21,60,0.002,27.72,7.3,30.125
"12894",20,67,0.029,26.37,8.6,27.25
"12895",21,70,0.154,26.38,9.2,24.625
"12896",27,62,0.358,28.54,7.5,23
"12897",34,56,0.515,30.9,7.7,22.625
"12898",44,56,0.629,31.16,8.9,25.25
"12899",78,45,0.704,33.68,6.6,33.25
"12900",104,37,0.729,36.45,6.9,43.625
"12901",60,25,0.72,39.45,9,48.5
"12902",55,27,0.665,38.89,12.9,52.875
"12903",60,32,0.423,37.58,17.4,57.75
"12904",52,30,0.307,37.18,18.9,60.875
"12905",47,31,0.209,36.89,20.5,62.5
"12906",43,31,0.098,36.48,19.1,62.375
"12907",41,30,0.011,35.72,16.9,57.75
"12908",32,32,0.001,34.88,8.7,48.75
"12909",21,33,0.001,33.75,8.9,43.875
"12910",28,32,0.001,33.54,8,40.5
"12911",28,39,0.001,32.68,8.4,36.5
"12912",29,41,0.001,31.18,8.3,33.625
"12913",26,43,0.001,30,8.3,31
"12914",28,48,0.001,28.68,2.7,29.125
"12915",27,60,0.001,27.82,3.5,27.375
"12916",24,66,0.001,27.21,4.4,26.375
"12917",15,69,0.002,27.15,3.7,25.625
"12918",11,69,0.024,27.41,5.3,23.5
"12919",14,70,0.138,27.75,6.7,21.75
"12920",19,64,0.357,29.62,7.1,20.5
"12921",29,56,0.511,31.51,7.9,20.875
"12922",52,49,0.643,33.06,8.3,23.875
"12923",80,39,0.718,35.08,7.9,30.5
"12924",93,34,0.731,37.01,8.4,39.125
"12925",106,32,0.705,38.54,8.8,50.5
"12926",75,25,0.67,39.12,15,58.5
"12927",66,26,0.548,38.43,19,65
"12928",47,22,0.409,38.71,21.9,68.5
"12929",46,22,0.25,38.6,21,70.625
"12930",43,21,0.085,37.89,21.4,69.5
"12931",34,24,0.008,36.69,11.7,63.75
"12932",31,36,0.001,34.58,19.3,56
"12933",24,47,0.001,32.5,16.2,45.75
"12934",21,49,0.001,31.58,11.7,39
"12935",20,51,0.001,30.78,9.7,33.25
"12936",21,54,0.001,29.67,10.5,30
"12937",20,58,0.001,28.49,9.3,26.75
"12938",21,62,0.001,27.43,9.3,24
"12939",19,65,0.001,26.57,7,22.125
"12940",19,67,0.001,25.85,4.1,20.625
"12941",18,75,0.002,24.99,6.7,19.875
"12942",15,77,0.024,24.65,4.4,19.125
"12943",14,73,0.139,25.7,5.6,18.375
"12944",21,63,0.374,28.5,7.3,18.375
"12945",29,53,0.525,31.1,7.1,19.5
"12946",40,46,0.646,32.85,7.6,21.875
"12947",73,40,0.71,34.69,6.9,28.625
"12948",89,35,0.742,36.38,10.4,37.375
"12949",75,33,0.735,36.8,14.9,44.5
"12950",62,31,0.662,37.55,14.9,50.375
"12951",46,31,0.553,37.25,19.5,54.375
"12952",42,28,0.41,37.55,21.1,57
"12953",40,25,0.254,37.45,20.9,58.375
"12954",39,25,0.091,36.69,20,58.25
"12955",36,26,0.009,35.76,17.9,53.625
"12956",31,34,0.002,34.49,21.3,46.375
"12957",25,44,0.002,32.7,20,40.125
"12958",20,47,0.001,31.63,11.1,34.875
"12959",21,49,0.001,30.63,10.9,31.75
"12960",19,52,0.001,29.59,6.9,28.875
"12961",21,55,0.001,28.6,5.4,26.5
"12962",21,57,0.001,27.65,4.3,24.25
"12963",22,60,0.001,26.94,3.8,22.5
"12964",19,63,0.001,26.14,3.7,21
"12965",17,67,0.002,25.22,1.9,20
"12966",14,70,0.022,25.12,3.8,19.25
"12967",13,68,0.141,25.85,5.6,18.25
"12968",15,61,0.38,28.2,6.2,17.75
"12969",28,55,0.53,30.06,6.1,18.625
"12970",48,48,0.653,32.27,6.4,22
"12971",68,43,0.724,34.25,7.4,27.75
"12972",55,34,0.749,36.67,8.9,32.25
"12973",39,27,0.739,37.9,13.1,35
"12974",41,26,0.676,38.08,15,38.375
"12975",41,25,0.561,37.98,16.7,41.875
"12976",40,25,0.418,37.85,18.7,45
"12977",36,26,0.258,37.36,18.9,46
"12978",36,27,0.094,36.58,17.6,44.5
"12979",30,29,0.009,35.64,11.5,39.75
"12980",25,32,0.001,34.63,10.2,36
"12981",27,38,0.001,33.16,19.1,34.5
"12982",23,39,0.001,32.32,12.6,32.25
"12983",24,42,0.001,31.04,8.6,30.125
"12984",22,46,0.001,29.82,6.7,27.875
"12985",23,49,0.001,28.74,3.6,26.25
"12986",20,53,0.001,27.79,3.9,24.25
"12987",15,58,0.001,26.96,5.2,22.375
"12988",16,62,0.001,26.17,4.8,21.25
"12989",15,65,0.002,25.57,2.9,19.75
"12990",13,67,0.017,25.46,3.3,18.5
"12991",12,65,0.141,26.57,5.7,17
"12992",18,56,0.389,29.22,6.1,16.5
"12993",29,50,0.539,30.86,6.8,17.25
"12994",41,45,0.664,32.48,7.5,19.875
"12995",52,37,0.738,34.91,7.9,24.5
"12996",47,31,0.762,36.41,14.3,28.375
"12997",41,32,0.745,36.38,16.7,31.625
"12998",36,27,0.684,37.41,16.9,34.5
"12999",35,22,0.57,38.34,16.3,37.375
"13000",33,20,0.425,38.55,17,39.25
"13001",32,19,0.263,38.32,16.4,39.625
"13002",32,20,0.095,37.16,17.6,38.5
"13003",24,23,0.008,35.65,13.1,35
"13004",18,27,0.001,34.15,11.5,31.375
"13005",13,31,0.001,32.86,10.3,27.875
"13006",14,32,0.001,31.94,9.9,25.125
"13007",25,34,0.001,31.66,10.5,23.875
"13008",22,38,0.001,30.06,7.6,22.5
"13009",22,46,0.001,28.45,6.8,21.25
"13010",20,54,0.001,27.13,7.9,19.75
"13011",22,61,0.001,26.09,3.1,19.5
"13012",20,70,0.001,25.54,5.2,19.75
"13013",17,74,0.002,24.85,4.7,20.25
"13014",12,75,0.017,24.72,4.5,20
"13015",12,73,0.137,25.67,5.2,18.375
"13016",19,64,0.387,28.05,6.7,18
"13017",26,56,0.536,29.9,6.4,18.5
"13018",49,47,0.659,31.87,7,22.125
"13019",66,39,0.728,34.05,8,27.625
"13020",51,30,0.754,35.16,17.3,31.5
"13021",40,30,0.735,36.02,16.7,34.375
"13022",39,26,0.673,37.3,16.7,37.75
"13023",41,21,0.564,38,20.1,41.375
"13024",42,18,0.426,38.12,22.3,44.25
"13025",42,17,0.26,37.63,23.5,46.25
"13026",43,15,0.094,36.82,23.5,45.5
"13027",38,16,0.008,35.58,17.1,42
"13028",24,22,0.001,34.06,11.7,38.625
"13029",36,29,0.001,33.34,23.6,38.125
"13030",29,41,0.001,31.54,18.2,36.875
"13031",21,45,0.001,29.85,10.7,34.375
"13032",21,50,0.001,28.72,9.5,31.75
"13033",21,57,0.001,27.8,8.5,29.125
"13034",19,62,0.001,26.74,7.2,26.125
"13035",19,63,0.001,25.8,7.8,23.75
"13036",19,64,0.001,25.17,7.6,23.125
"13037",17,69,0.002,24.49,3.6,20.75
"13038",13,73,0.019,23.98,4.4,18.75
"13039",13,70,0.137,24.8,5.6,17.75
"13040",18,62,0.384,27.2,5.9,17.375
"13041",27,56,0.536,28.78,7.2,18.125
"13042",44,48,0.662,30.78,7.2,21.25
"13043",44,39,0.743,33.1,10.1,24.375
"13044",37,32,0.758,35.43,11.9,26.625
"13045",43,27,0.747,36.6,17.4,29.875
"13046",45,21,0.691,37.16,21.8,33.875
"13047",45,17,0.58,37.34,24.7,37.875
"13048",43,18,0.427,37.16,22,41
"13049",39,19,0.262,37.01,19.7,42.5
"13050",35,20,0.091,36.42,15.3,41.375
"13051",33,25,0.008,34.75,17,40
"13052",30,41,0.002,31.86,29.5,39.125
"13053",26,50,0.002,30.24,25.5,37
"13054",25,55,0.002,29.32,23.2,34.5
"13055",25,56,0.002,28.71,20.3,32
"13056",25,58,0.002,27.92,16.3,29.75
"13057",24,61,0.002,26.97,13.7,27.875
"13058",19,67,0.002,25.94,8.2,25.875
"13059",18,71,0.001,25.08,4.9,24
"13060",16,72,0.001,24.73,5.4,22.25
"13061",15,73,0.002,24.58,4,20.875
"13062",12,71,0.027,24.72,6.2,19.25
"13063",15,67,0.161,25.7,7.6,18
"13064",20,60,0.392,27.62,9.2,17.375
"13065",24,57,0.541,28.29,12.1,17.375
"13066",25,50,0.663,30.55,10.2,18.125
"13067",31,47,0.741,31.48,15.9,19.75
"13068",33,41,0.751,33.01,14.2,21.875
"13069",37,36,0.737,34.72,13.6,24.625
"13070",37,33,0.66,35.74,16.6,27.75
"13071",34,31,0.556,36.51,15.4,30.125
"13072",33,30,0.334,36.52,15.9,31.75
"13073",32,31,0.121,35.23,17.5,32.75
"13074",31,32,0.039,34.41,17.3,33.5
"13075",32,35,0.008,33.86,19.6,33.625
"13076",25,38,0.002,33.25,14.2,32.625
"13077",28,47,0.002,31.25,23.8,31.5
"13078",25,53,0.002,29.56,20.7,30
"13079",24,55,0.002,28.9,20.6,28.75
"13080",22,57,0.002,28.26,17.6,27.375
"13081",21,61,0.002,27.53,13,26
"13082",16,65,0.002,26.71,6.9,24.125
"13083",16,69,0.002,25.91,6.9,22.125
"13084",16,72,0.002,25.37,6,21
"13085",15,74,0.003,25.1,6.5,19.375
"13086",13,73,0.019,25.27,4.9,17.875
"13087",16,72,0.105,25.54,8.9,16.875
"13088",20,62,0.396,28.07,9.4,16.625
"13089",21,55,0.54,29.99,10.8,16.625
"13090",28,49,0.673,31.6,13.4,18.125
"13091",31,44,0.633,33.02,13.1,20
"13092",33,40,0.768,33.97,16.3,22.125
"13093",33,37,0.685,34.92,16.4,24.375
"13094",31,40,0.1,33.35,15.8,26.625
"13095",30,41,0.125,32.95,15.1,28.375
"13096",31,40,0.306,33.75,16.1,29.75
"13097",30,38,0.139,33.69,16.1,30.875
"13098",23,41,0.056,32.93,12,30.25
"13099",27,45,0.01,31.71,14.2,29.75
"13100",22,47,0.001,31.04,12.5,28.375
"13101",21,48,0.002,30.63,14.8,26.875
"13102",31,55,0.002,29.71,22.5,26.875
"13104",23,63,0.002,28.15,14.3,25.2857142857143
"13105",24,65,0.002,27.41,14.6,24.4285714285714
"13106",19,66,0.002,27.01,9,23.8571428571429
"13107",18,68,0.002,26.42,7.4,22.5714285714286
"13108",16,69,0.002,26.3,6,21.7142857142857
"13109",14,70,0.003,26.1,4.6,20.7142857142857
"13110",16,71,0.03,26.09,4.6,18.5714285714286
"13111",16,68,0.14,26.87,6.2,18.25
"13112",13,64,0.343,27.95,8.2,17
"13113",22,60,0.359,29.19,6.1,16.75
"13114",30,56,0.65,30.72,7.4,18.125
"13115",36,53,0.718,31.6,7.5,20.375
"13116",54,48,0.739,33,7.1,25.125
"13117",54,45,0.672,34.29,7.9,30.125
"13118",38,40,0.634,35.23,11.1,32.875
"13119",36,36,0.569,36.11,11.5,35.375
"13120",30,36,0.419,36.08,13.5,37.5
"13121",30,36,0.249,35.73,14.5,38.5
"13122",31,36,0.089,34.76,16.7,38.625
"13123",29,35,0.013,34.04,15.1,37.75
"13124",22,38,0.001,33.32,12.1,33.75
"13125",29,51,0.002,31.4,25.3,30.625
"13126",23,56,0.002,30.23,17.7,28.75
"13127",25,57,0.002,29.69,15.6,27.375
"13128",24,60,0.002,28.82,12.4,26.625
"13129",22,61,0.002,28.16,10.5,25.625
"13130",20,64,0.002,27.22,8.2,24.25
"13131",18,66,0.002,26.42,6.2,22.875
"13132",15,68,0.002,25.7,4.5,22
"13133",15,69,0.003,25.46,4.9,20.25
"13134",17,70,0.016,25.49,5.6,19.5
"13135",15,72,0.063,25.31,8.5,18.25
"13136",18,71,0.143,25.74,6.6,17.5
"13137",21,67,0.341,27.01,6.4,17.375
"13138",33,58,0.676,29.43,7.8,19
"13139",44,53,0.668,30.75,8.4,22.25
"13140",63,47,0.711,32.82,7.1,28.25
"13141",55,39,0.697,34.53,8.5,33.25
"13142",38,34,0.672,35,12.9,35.875
"13143",33,37,0.125,34.06,7.5,38.125
"13144",36,40,0.067,33.09,6.7,40.375
"13145",34,50,0.043,30.62,7.4,42
"13146",35,54,0.038,29.95,3.5,42.25
"13147",31,54,0.011,29.71,4.2,40.625
"13148",28,52,0.002,29.66,5.2,36.25
"13149",23,53,0.002,29.59,8.6,32.25
"13150",20,58,0.002,28.93,7.4,30
"13151",22,71,0.003,26.74,9,28.625
"13152",16,85,0.003,23.61,6.9,26.125
"13153",21,87,0.003,23.23,7.5,24.5
"13154",17,88,0.003,23.36,5.1,22.25
"13155",19,87,0.003,23.66,4.4,20.75
"13156",21,86,0.004,23.8,4.3,19.875
"13157",11,86,0.004,23.55,3.7,18.375
"13158",16,86,0.026,23.86,2.7,17.875
"13159",25,83,0.086,24.58,6.3,18.25
"13160",29,78,0.202,25.85,5.3,19.875
"13161",32,74,0.312,26.84,5.1,21.25
"13162",42,64,0.668,29.14,6.4,24.375
"13163",63,57,0.716,30.53,7.3,29.875
"13164",65,55,0.752,31.56,8,35.375
"13165",64,55,0.287,31.25,5.8,42
"13166",42,48,0.231,31.5,9.6,45.25
"13167",51,49,0.147,31.2,10.4,48.5
"13168",48,50,0.073,31.14,8.5,50.875
"13169",46,51,0.094,30.63,8.5,52.625
"13170",38,59,0.083,28.96,8.8,52.125
"13171",33,60,0.007,28.58,11,48.375
"13172",35,59,0.002,28.38,5.5,44.625
"13173",28,63,0.003,27.6,8.6,40.125
"13174",28,85,0.003,22.95,7.8,38.375
"13175",33,86,0.003,22.75,8.1,36.125
"13176",21,85,0.003,23.14,7.4,32.75
"13177",24,85,0.003,23.11,8,30
"13178",22,84,0.004,23.32,7.1,28
"13179",19,84,0.003,23.3,2.7,26.25
"13180",20,84,0.003,23.39,1.9,24.375
"13181",9,85,0.003,23.43,1.9,22
"13182",19,84,0.025,23.82,3.4,20.875
"13183",16,83,0.145,24.37,5,18.75
"13184",18,74,0.34,26.05,5.8,18.375
"13185",28,67,0.543,27.56,7.9,18.875
"13186",42,61,0.653,28.9,6.9,21.375
"13187",63,57,0.74,30.25,6.7,26.875
"13188",80,56,0.646,31.12,7,34.375
"13189",59,48,0.732,32.21,13.8,40.625
"13190",54,44,0.691,32.93,15.3,45
"13191",48,39,0.422,33.63,13.1,49
"13192",48,37,0.448,34.15,14,52.75
"13193",46,34,0.239,34.78,9.2,55
"13194",38,36,0.08,33.89,6.8,54.5
"13195",35,41,0.012,32.46,6.1,51
"13196",28,45,0.002,31.31,14.9,44.5
"13197",27,52,0.002,29.73,27.2,40.5
"13198",27,58,0.002,28.52,21.5,37.125
"13199",23,62,0.002,27.87,15.4,34
"13200",22,65,0.002,27.21,11.7,30.75
"13201",17,68,0.002,26.63,8.8,27.125
"13202",18,70,0.002,26.17,5.8,24.625
"13203",19,71,0.002,25.89,6.3,22.625
"13204",18,73,0.002,25.58,4.4,21.375
"13205",15,75,0.003,25.14,6,19.875
"13206",14,75,0.05,25.12,5.4,18.25
"13207",14,73,0.112,25.66,5.2,17.125
"13208",16,70,0.236,26.67,5.5,16.375
"13209",25,64,0.56,28.15,7.3,17.375
"13210",30,59,0.673,29.4,7.2,18.875
"13211",49,54,0.741,31.16,6.5,22.625
"13212",48,46,0.776,32.75,10,26.375
"13213",43,44,0.767,32.75,17.7,29.875
"13214",33,41,0.7,33.31,15.5,32.25
"13215",33,39,0.581,33.66,14.9,34.625
"13216",31,37,0.432,34.1,14.5,36.5
"13217",32,36,0.262,33.99,14.3,37.375
"13218",30,36,0.09,33.8,10.4,37.375
"13219",32,45,0.009,32.05,14.3,35.25
"13220",27,56,0.003,29.62,15.6,32.625
"13221",24,57,0.002,29.19,18.6,30.25
"13222",27,61,0.002,28.5,15.8,29.5
"13223",24,64,0.002,27.95,10.8,28.375
"13224",21,67,0.002,27.09,8.2,27.125
"13225",26,71,0.002,26.28,8.3,26.375
"13226",21,73,0.002,25.85,4.6,25.25
"13227",26,75,0.002,25.39,3.8,24.5
"13228",24,77,0.001,24.99,4.6,24.125
"13229",13,77,0.002,24.92,6,22.75
"13230",11,77,0.018,24.96,3.6,20.75
"13231",11,74,0.068,25.7,4.1,19.125
"13232",16,71,0.212,26.71,5.3,18.5
"13233",25,66,0.507,28.26,6.9,18.375
"13234",26,63,0.591,29.01,8,19
"13235",28,58,0.712,30.14,10,19.25
"13236",51,53,0.563,31.2,7.5,22.625
"13237",55,51,0.37,31.91,7,27.875
"13238",39,45,0.593,32.96,10.8,31.375
"13239",27,42,0.615,34.06,11.4,33.375
"13240",28,43,0.275,33.41,10.7,34.875
"13241",29,78,0.026,24.1,16,35.375
"13242",27,84,0.029,22.64,9.6,35.5
"13243",25,85,0.01,22.55,7.9,35.125
"13244",27,80,0.004,22.83,8.9,32.125
"13245",23,84,0.003,22.4,11.6,28.125
"13246",20,82,0.003,22.81,9.9,25.75
"13247",21,78,0.003,23.56,9.1,25
"13248",21,80,0.003,23.18,6,24.125
"13249",15,78,0.003,23.49,3.6,22.375
"13250",17,79,0.002,23.27,4.3,21.125
"13251",16,79,0.003,23.38,5.6,20
"13252",17,78,0.003,23.4,7,18.75
"13253",18,79,0.003,23.47,5.6,18.125
"13254",18,82,0.024,23.59,2.8,17.875
"13255",20,80,0.125,24.24,3.4,17.75
"13256",25,70,0.374,26.57,5.7,18.25
"13257",24,65,0.457,27.71,5.6,19.375
"13258",28,58,0.542,29.29,5.7,20.75
"13259",33,57,0.498,29.49,5.8,22.875
"13260",31,53,0.642,30.47,11.5,24.625
"13261",29,49,0.799,31.73,12.1,26
"13262",33,50,0.566,31.67,12.7,27.875
"13263",35,48,0.623,32.29,12.5,29.75
"13264",36,45,0.434,32.47,14.9,31.125
"13265",23,44,0.226,32.27,12,31
"13266",21,47,0.053,30.93,10.9,30.125
"13267",19,51,0.015,30.21,12,28.375
"13268",18,54,0.002,28.99,12.2,26.75
"13269",18,56,0.002,28.16,10.4,25.375
"13270",18,58,0.002,27.34,8,23.5
"13271",17,60,0.002,26.68,8.3,21.25
"13272",20,61,0.002,26.38,6.1,19.25
"13273",19,63,0.002,26.13,7.8,18.75
"13274",23,64,0.002,26.07,11,19
"13275",17,68,0.002,25.55,7.2,18.75
"13276",16,69,0.002,25.18,5.1,18.5
"13277",17,71,0.002,24.86,4.3,18.375
"13278",16,73,0.028,24.53,4.3,18.125
"13279",20,73,0.083,25.11,3,18.5
"13280",18,70,0.206,26.09,4.9,18.25
"13281",22,65,0.404,27.35,5.8,18.625
"13282",27,63,0.383,27.97,5.8,19.125
"13283",36,57,0.566,29.83,4.9,21.5
"13284",43,52,0.664,31.1,6.6,24.875
"13285",34,46,0.715,32.39,11.5,27
"13286",33,43,0.543,32.8,11.6,29.125
"13287",35,44,0.472,33.3,12.2,31
"13288",36,54,0.194,30.74,13.9,33.25
"13289",30,82,0.037,23.74,10.9,34.25
"13290",23,78,0.028,25.19,6.6,33.75
"13291",23,77,0.013,25.97,4,32.125
"13292",20,77,0.002,25.95,6.2,29.25
"13293",23,76,0.002,25.87,8.8,27.875
"13372",20,72,0.001,25.92,3.5,25.6666666666667
"13373",24,74,0.002,25.46,2.7,25.4285714285714
"13374",26,74,0.019,25.87,5.9,25.5
"13375",30,72,0.112,26.3,5.9,25.625
"13376",29,66,0.362,28.19,6.5,25.375
"13377",45,60,0.517,29.98,6.9,27.125
"13378",42,53,0.648,31.73,7.1,29.375
"13379",22,46,0.733,33.58,7.4,29.75
"13380",76,39,0.755,35.03,7.6,36.75
"13381",100,36,0.729,36.57,8.9,46.25
"13382",79,34,0.635,37.13,11.7,52.875
"13383",60,30,0.548,37.64,12.4,56.625
"13384",60,29,0.243,37.23,13,60.5
"13385",46,23,0.227,37.7,12.6,60.625
"13386",50,28,0.089,37.1,6.4,61.625
"13387",34,33,0.024,35.22,7.2,63.125
"13388",30,36,0.001,34.58,9.3,57.375
"13389",24,36,0.001,33.81,10.1,47.875
"13390",29,37,0.001,32.96,6.6,41.625
"13391",30,41,0.001,31.48,4.8,37.875
"13392",29,48,0.001,30.43,5.2,34
"13393",28,55,0.001,29.19,5.2,31.75
"13394",22,58,0.001,28.4,7.2,28.25
"13395",21,62,0.001,27.59,6.2,26.625
"13396",23,65,0.001,26.94,2.7,25.75
"13397",16,67,0.002,26.71,4.5,24.75
"13398",16,70,0.02,26.06,6.2,23.125
"13399",14,70,0.112,26.4,5.1,21.125
"13400",17,62,0.397,28.73,6.9,19.625
"13401",24,59,0.397,29.73,5.7,19.125
"13402",40,52,0.609,32.14,5.6,21.375
"13403",62,44,0.724,34.17,7.1,26.5
"13404",72,41,0.752,35.83,9.2,32.625
"13405",61,35,0.738,37.41,9.7,38.25
"13406",60,32,0.684,37.89,11.7,43.75
"13407",54,32,0.422,37.94,12.6,48.75
"13408",51,31,0.241,37.24,15.1,53
"13409",46,30,0.095,37.14,9.5,55.75
"13410",35,30,0.05,36.78,10.7,55.125
"13411",28,29,0.005,35.78,8.1,50.875
"13412",15,30,0.001,34.15,9.5,43.75
"13413",14,30,0.001,32.96,8.9,37.875
"13414",20,31,0.001,32.48,11,32.875
"13415",20,38,0.001,30.81,9.5,28.625
"13416",22,50,0.001,29.01,7.6,25
"13417",22,55,0.001,28.06,10.2,22
"13418",21,58,0.001,26.97,5.7,20.25
"13419",18,60,0.001,25.85,3.5,19
"13420",19,61,0.001,24.91,2.5,19.5
"13421",15,69,0.002,25,4.6,19.625
"13422",13,73,0.018,25.28,7.5,18.75
"13423",13,71,0.11,25.91,7,17.875
"13424",16,64,0.376,28.1,7,17.125
"13425",25,60,0.526,29.33,6.3,17.5
"13426",42,53,0.623,31.08,6.9,20.125
"13427",61,48,0.731,32.42,7.9,25.5
"13428",101,42,0.734,34.53,5.7,35.75
"13429",96,39,0.718,35.91,7.6,45.875
"13430",80,38,0.676,36.19,10.5,54.25
"13431",67,34,0.558,37.11,9.7,61
"13432",54,30,0.416,37.49,12,65.75
"13433",48,32,0.247,37.05,15.4,68.625
"13434",38,30,0.084,36.63,13.7,68.125
"13435",28,31,0.009,35.31,9.2,64
"13436",21,34,0.001,34.05,9.7,54
"13437",18,36,0.001,33.07,9.6,44.25
"13438",22,37,0.001,32.07,10.3,37
